appid,name,developer,publisher,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,competitive,avgNumberOfPlayersLast30Days,userPercentage
1386870,Wraith: The Oblivion - Afterlife,Fast Travel Games,Fast Travel Games,"0 .. 20,000",0,0,0,0,0,999,No,1,3.1467321186947357e-06
868020,Aperture Hand Lab,Cloudhead Games Ltd.,Valve,"200,000 .. 500,000",24,0,27,0,3,0,No,1,3.1467321186947357e-06
343740,InMind VR,Luden.io,Luden.io,"200,000 .. 500,000",11,0,17,0,0,0,No,1,3.1467321186947357e-06
251890,World of Diving,Vertigo Games,Vertigo Games,"200,000 .. 500,000",0,0,0,0,1,999,No,1,3.1467321186947357e-06
1373810,Orlando Theme Park VR - Roller Coaster and Rides,Thetis Games and Simulators,Thetis Games and Simulators,"200,000 .. 500,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
537630,Tee Time Golf,Barkers Crest Studio LLC,Barkers Crest Studio LLC,"20,000 .. 50,000",0,0,0,0,1,999,No,1,3.1467321186947357e-06
1222360,Cybershoes,Cybershoes,Cybershoes,"20,000 .. 50,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1724000,Time Lock VR 2,WR-VRG,Whale Rock Games,"20,000 .. 50,000",0,0,0,0,0,1099,No,1,3.1467321186947357e-06
666100,Shooty Fruity,nDreams / Near Light,nDreams,"20,000 .. 50,000",42,0,49,0,0,1999,No,1,3.1467321186947357e-06
1575520,Fruit Ninja VR 2,Halfbrick Studios Pty Ltd,Halfbrick Studios Pty Ltd,"50,000 .. 100,000",0,0,0,0,1,2499,No,1,3.1467321186947357e-06
748370,STAND OUT VR : VR Battle Royale,raptor lab,raptor lab,"50,000 .. 100,000",244,0,245,0,1,2499,No,1,3.1467321186947357e-06
1461800,Eggs Catcher VR,BBR,VRGal.net,"20,000 .. 50,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1136210,Ghost Productions: Wraith VR Total Knee Replacement Surgery Simulation,Ghost Productions,Ghost Productions,"20,000 .. 50,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
542770,Castle Must Be Mine,TheMiddleGray,TheMiddleGray,"20,000 .. 50,000",0,0,0,0,0,1599,No,1,3.1467321186947357e-06
648890,DMT: Dynamic Music Tesseract,DMT,DMT,"20,000 .. 50,000",0,0,0,0,0,499,No,1,3.1467321186947357e-06
789090,Rainbow Reactor,"Tunermaxx Media GmbH, Muikkumedia Oy",Tunermaxx Media GmbH,"20,000 .. 50,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
812770,Lunapark VR,MMEU,Forever Entertainment S. A.,"20,000 .. 50,000",0,0,0,0,0,199,No,1,3.1467321186947357e-06
779650,Ready Player One: OASIS beta,Directive Games Limited,Vive Studios,"200,000 .. 500,000",73,0,73,0,1,0,No,1,3.1467321186947357e-06
1517890,SynthVR,42tones,42tones,"0 .. 20,000",0,0,0,0,0,2499,No,1,3.1467321186947357e-06
1029110,Trash Time,Dalibor Bartoš,"Dalibor Bartoš, TEDI Games","0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1783750,Winds & Leaves,TREBUCHET,TREBUCHET,"0 .. 20,000",0,0,0,0,0,599,No,1,3.1467321186947357e-06
812460,Air Raid Over Britain,Bad Rhino Games LLC,Bad Rhino Games LLC,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1322740,VR-NISSAGE 3 - John Wentz Art Exhibition,myFINBEC,myFINBEC,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
644420,Xion,Zenz VR,Zenz VR,"0 .. 20,000",0,0,0,0,0,999,No,1,3.1467321186947357e-06
3233230,IRONSTRIKE,E McNeill,E McNeill,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
504650,MasterpieceVR,MasterpieceVR,David Wehle,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
436940,Quar: Battle for Gate 18,Steel Wool Studios,HTC,"0 .. 20,000",9,0,9,0,0,1999,No,1,3.1467321186947357e-06
1530750,EVERSLAUGHT,MobX GmbH,MobX GmbH,"50,000 .. 100,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
844380,Cave Digger VR,VRKiwi,VRKiwi,"50,000 .. 100,000",42,0,45,0,0,1990,No,1,3.1467321186947357e-06
934930,RDS - The Official Drift Videogame,Drift Physics Crew,Drift Physics Crew,"50,000 .. 100,000",1163,0,1163,0,2,1199,No,1,3.1467321186947357e-06
436220,A-10 VR,Futuretown,Futuretown,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
719520,Spectro,Borrowed Light Studios,Borrowed Light Studios,"0 .. 20,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
806560,VRでエミリアと異世界生活-膝枕&添寝編,CS-REPORTERS.INC,CS-REPORTERS.INC,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
552230,Doomsday Survival:Training,CrazyAi,CrazyAi,"0 .. 20,000",0,0,0,0,0,999,No,1,3.1467321186947357e-06
517990,City VR,"Amber Garage, Inc.","Amber Garage, Inc.","0 .. 20,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
589940,Eye of the Temple,Rune Skovbo Johansen,Rune Skovbo Johansen,"20,000 .. 50,000",0,0,0,0,2,1999,No,1,3.1467321186947357e-06
446550,Infinite Minigolf,Zen Studios,Zen Studios,"20,000 .. 50,000",0,0,0,0,2,1499,No,1,3.1467321186947357e-06
767810,Amaze: Interactive VR Movies,"AmazeVR, Inc","AmazeVR, Inc","50,000 .. 100,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
998660,Sopwith VR,David Mohr Gould,David Mohr Gould,"50,000 .. 100,000",0,0,0,0,1,0,No,1,3.1467321186947357e-06
676840,Contagion VR: Outbreak,"Monochrome, Inc","Monochrome, Inc","50,000 .. 100,000",0,0,0,0,1,999,No,1,3.1467321186947357e-06
412770,Boogeyman,Clockwork Wolf,Clockwork Wolf,"50,000 .. 100,000",672,0,672,0,2,499,No,1,3.1467321186947357e-06
1198700,Chained: A Victorian Nightmare,MWM Interactive,Vertigo Games,"0 .. 20,000",0,0,0,0,0,499,No,1,3.1467321186947357e-06
802330,Badminton Kings VR,Appnori Inc.,Appnori Inc.,"0 .. 20,000",0,0,0,0,1,1499,No,1,3.1467321186947357e-06
683880,VR Robotics Simulator,MindRend Technologies,MindRend Technologies,"0 .. 20,000",0,0,0,0,0,299,No,1,3.1467321186947357e-06
2759810,VR Driver School,HFRK.,HFRK.,"0 .. 20,000",0,0,0,0,2,799,No,1,3.1467321186947357e-06
463290,Kismet,Psyop,Psyop,"20,000 .. 50,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
593240,VR SUPER SPORTS,SAT-BOX,SAT-BOX,"20,000 .. 50,000",0,0,0,0,1,259,No,1,3.1467321186947357e-06
871490,Munx VR,"Aleksandar Kojic, Milos Kojic",Linguisticator Ltd,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1840350,Koi-Koi VR: Love Blossoms,Apricot Heart,ULTRANOVA Entertainment,"0 .. 20,000",0,0,0,0,1,4199,No,1,3.1467321186947357e-06
770110,Twilight Path,Charm Games,Charm Games,"0 .. 20,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
730360,Sharecare VR 2017,"Sharecare, Inc.","Sharecare, Inc.","0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1210380,Bingo VR,"Babaoga, LLC","Babaroga, LLC","0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1392700,AGOS - A Game Of Space,Ubisoft,Ubisoft,"0 .. 20,000",0,0,0,0,0,2999,No,1,3.1467321186947357e-06
563760,VR GirlFriend,"Silver Moon Internet, 银月网络","Silver Moon Internet, 银月网络","0 .. 20,000",17,0,17,0,0,999,No,1,3.1467321186947357e-06
489160,VR Shooter Guns,Cykyria,Cykyria,"0 .. 20,000",0,0,0,0,0,199,No,1,3.1467321186947357e-06
566860,VR Dungeon Knight,Blackjard Softworks,Wolfdog Interactive,"50,000 .. 100,000",303,0,303,0,0,1999,No,1,3.1467321186947357e-06
1348270,Fingers: Mini Games,Mozai Games,Mozai Games,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1124160,VR Giants,Risa Interactive,Risa Interactive,"0 .. 20,000",0,0,0,0,4,1999,No,1,3.1467321186947357e-06
1873920,Fracked,nDreams,nDreams,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
1669500,We Are One,Flat Head Studio,Fast Travel Games,"0 .. 20,000",0,0,0,0,0,999,No,1,3.1467321186947357e-06
2074750,All-In-One Summer Sports VR,Appnori Inc.,Appnori Inc.,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
2482270,Stilt,Rekt Games,VRKiwi,"0 .. 20,000",0,0,0,0,1,1999,No,1,3.1467321186947357e-06
1506450,DIY MY LADY IN VR WORLD,IPC Technology（UK）,William at Oxford,"0 .. 20,000",0,0,0,0,0,449,No,1,3.1467321186947357e-06
468740,Snow Fortress,Mythical City Games,Mythical City Games,"0 .. 20,000",0,0,0,0,4,1499,No,1,3.1467321186947357e-06
602010,Plank not included,4 Fun Studio,4 Fun Studio,"0 .. 20,000",0,0,0,0,0,1199,No,1,3.1467321186947357e-06
464940,Sketchfab VR,Sketchfab,Sketchfab,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
578060,Noda,Coding Leap,Coding Leap,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
723610,Dream Golf VR,Isaac Stearns,Isaac Stearns,"100,000 .. 200,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
566530,Mass Exodus Redux,Altaire,Altaire,"100,000 .. 200,000",0,0,0,0,0,699,No,1,3.1467321186947357e-06
1316760,Suicide Guy VR,Fabio Ferrara,Chubby Pixel,"100,000 .. 200,000",0,0,0,0,0,199,No,1,3.1467321186947357e-06
1214410,Zooma VR,Gizmo VR LTD,Gizmoplay Ltd,"0 .. 20,000",0,0,0,0,0,599,No,1,3.1467321186947357e-06
549760,Evolution VR,Magic Tavern,Magic Tavern,"0 .. 20,000",13,0,13,0,0,0,No,1,3.1467321186947357e-06
1070690,RollerCoaster VR Universe,damian3k,damian3k,"0 .. 20,000",0,0,0,0,3,59,No,1,3.1467321186947357e-06
1161840,Funny Archery,Holomia,Holomia,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
531050,Far Beyond: A space odyssey VR,Mains Digitales Interactive,The Small Game Company,"0 .. 20,000",0,0,0,0,0,1299,No,1,3.1467321186947357e-06
2320910,AMID EVIL VR,"Indefatigable, Andre Elijah Immersive",New Blood Interactive,"0 .. 20,000",0,0,0,0,2,1999,No,1,3.1467321186947357e-06
851050,Paper Dolls VR,"Beijing Litchi Culture Media Co., Ltd.","Beijing Litchi Culture Media Co., Ltd.","0 .. 20,000",0,0,0,0,1,1599,No,1,3.1467321186947357e-06
1241160,TECH DEMO: Pulse Forge VR,Limits Free,Limits Free,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1723920,DANGER: ELECTRIC SHOCK,Redream Studio,Redream Studio,"0 .. 20,000",0,0,0,0,0,499,No,1,3.1467321186947357e-06
1887260,Timberman VR ,GameFormatic S.A.,PlayWay S.A.,"0 .. 20,000",0,0,0,0,2,799,No,1,3.1467321186947357e-06
915200,Republique VR,"Camouflaj, Darkwind Media",Camouflaj,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1296970,Zombieland VR: Headshot Fever,XR Games,"XR Games, Sony Pictures Virtual Reality (SPVR)","0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
574140,Project LUX,Spicy Tails,Sekai Project,"0 .. 20,000",1,0,1,0,0,2499,No,1,3.1467321186947357e-06
269170,Sports Bar VR,"Cherry Pop Games, Perilous Orbit",Perilous Orbit,"50,000 .. 100,000",13,0,13,0,2,1999,No,1,3.1467321186947357e-06
344890,A.R.M. PLANETARY PROSPECTORS EP1 Asteroid Resource Mining,"Nefarious Dimensions Interactive Games, NDiG",Nefarious Dimensions Inc.,"0 .. 20,000",0,0,0,0,0,499,No,1,3.1467321186947357e-06
555880,Sairento VR,"Mixed Realms Pte Ltd, Swag Soft Holdings Pte Ltd",Mixed Realms Pte Ltd,"100,000 .. 200,000",28,0,39,0,0,2999,No,1,3.1467321186947357e-06
967490,Microsoft Maquette,Microsoft Corporation,Microsoft Corporation,"100,000 .. 200,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
2074000,One Eleven,Kitten Purradise Studios,Kitten Purradise Studios,"0 .. 20,000",0,0,0,0,0,799,No,1,3.1467321186947357e-06
386690,Fantastic Contraption,"Northway Games, Radial Games Corp",Northway Games,"0 .. 20,000",1,0,1,0,0,1999,No,1,3.1467321186947357e-06
977920,Balsa Model Flight Simulator,Floating Origin Interactive,Floating Origin Interactive,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
556750,SourVR Video Player,"River Twice Co., Ltd.","River Twice Co., Ltd.","0 .. 20,000",5,0,5,0,0,0,No,1,3.1467321186947357e-06
879140,Space Channel 5 VR Kinda Funky News Flash!,Grounding Inc.,Grounding Inc.,"0 .. 20,000",0,0,0,0,0,2499,No,1,3.1467321186947357e-06
2209440,sim4D ATC,"Shanghai MT Networks Co.,Ltd.","Shanghai MT Networks Co.,Ltd.","0 .. 20,000",0,0,0,0,0,499,No,1,3.1467321186947357e-06
905970,Steel Crew,Magnus Ander,Magnus Ander,"0 .. 20,000",0,0,0,0,4,1499,No,1,3.1467321186947357e-06
300060,ADR1FT,THREE ONE ZERO,505 Games,"100,000 .. 200,000",23,0,23,0,0,1999,No,1,3.1467321186947357e-06
642770,Vinyl Reality - DJ in VR,EntroPi Games,EntroPi Games,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
1314590,X-Fitness,NiVision,NiVision,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
1077600,Song Beater: Quite My Tempo!,Playito.com,Playito.com,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
585500,Dick Wilde,Bolverk Games,Bellcat Game,"0 .. 20,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
819190,Undead Citadel,Dark Curry S.L.,Dark Curry S.L.,"500,000 .. 1,000,000",0,0,0,0,3,2999,No,1,3.1467321186947357e-06
1397650,Jetborne Racing,"Boundless Dynamics, LLC","Boundless Dynamics, LLC","50,000 .. 100,000",0,0,0,0,1,999,No,1,3.1467321186947357e-06
788690,Psychonauts in the Rhombus of Ruin,"Double Fine Productions, React Games",Double Fine Productions,"50,000 .. 100,000",106,0,106,0,1,1999,No,1,3.1467321186947357e-06
405480,Tomorrow,Future Lighthouse,Future Lighthouse,"20,000 .. 50,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1087500,Groundhog Day: Like Father Like Son,Tequila Works,Sony Pictures Virtual Reality,"20,000 .. 50,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
857680,Catan VR,Experiment 7,Experiment 7,"20,000 .. 50,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
590690,Sprint Vector,Survios,Survios,"20,000 .. 50,000",1,0,1,0,0,2999,Yes,1,3.1467321186947357e-06
961230,"Backgammon, Chess & Checkers",MobileFusion Apps Ltd,MobileFusion Apps Ltd,"0 .. 20,000",0,0,0,0,0,999,No,1,3.1467321186947357e-06
2634140,Endoparasitic VR,Deep Root Interactive,Deep Root Interactive,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
885950,Airranger,Chesstar studios,Chesstar studios,"0 .. 20,000",0,0,0,0,0,1099,No,1,3.1467321186947357e-06
956500,Bow to Blood: Last Captain Standing,Tribetoy,Tribetoy,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1231970,Police Response VR : Disturbance,Caltain VR Ltd,Caltain VR Ltd,"0 .. 20,000",0,0,0,0,0,499,No,1,3.1467321186947357e-06
1764400,Tea For God,void room,void room,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
2257770,Not For Broadcast VR,"NotGames, Babaroga",tinyBuild,"0 .. 20,000",0,0,0,0,0,2499,No,1,3.1467321186947357e-06
2770340,Oh My Goddess!,小生有理,小生有理,"0 .. 20,000",0,0,0,0,0,999,No,1,3.1467321186947357e-06
331460,ROOMS: The Toymaker's Mansion,HandMade Game,HandMade Game,"0 .. 20,000",0,0,0,0,0,799,No,1,3.1467321186947357e-06
954280,3dSen VR,Geod Studio,Geod Studio,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
1377430,Sword Reverie,Isekai Entertainment,Isekai Entertainment,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
1026380,Overture Music Visualization,BATTLESQUATCH,BATTLESQUATCH,"0 .. 20,000",0,0,0,0,0,399,No,1,3.1467321186947357e-06
763650,Comets Wake,Rocket Tiger Studios,Rocket Tiger Studios,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1045080,Curious Cases,OnSkull Games,OnSkull Games,"100,000 .. 200,000",0,0,0,0,0,699,Yes,1,3.1467321186947357e-06
1474000,Age of ilcoin VR : Retribution,"FOCKA GAMES, ILCOIN Development team",FOCKA GAMES,"100,000 .. 200,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1692700,SimplePlanes VR,"Jundroo, LLC","Jundroo, LLC","0 .. 20,000",0,0,0,0,1,999,No,1,3.1467321186947357e-06
1245950,Ironlights,E McNeill,E McNeill,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
386930,Dragonflight,Blackthorn Media Inc,Blackthorn Media Inc,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1325430,KooringVR Wonderland:Red Queen's Black Magic,VRANI inc.,VRANI inc.,"0 .. 20,000",0,0,0,0,0,2999,No,1,3.1467321186947357e-06
384990,Gon' E-Choo!,Marc Ellis,Marc Ellis,"0 .. 20,000",0,0,0,0,0,99,No,1,3.1467321186947357e-06
1970060,Tomboy Adventure,gcBronze,gcBronze,"0 .. 20,000",0,0,0,0,0,1199,No,1,3.1467321186947357e-06
2409260,Mannequin,Fast Travel Games,Fast Travel Games,"0 .. 20,000",0,0,0,0,0,899,No,1,3.1467321186947357e-06
3216330,Another Door: Escape Room,"SKONEC Entertainment, YOUCANSTAR",SKONEC Entertainment,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
1576350,Blair Witch VR,Bloober Team SA,Bloober Team NA,"0 .. 20,000",0,0,0,0,0,2999,No,1,3.1467321186947357e-06
803020,Manny Boxing VR,Appnori Inc.,Appnori Inc.,"0 .. 20,000",0,0,0,0,1,1499,No,1,3.1467321186947357e-06
1839190,House Flipper Pets VR,,"Frozen Way, Frozen District, PlayWay S.A.","0 .. 20,000",0,0,0,0,1,1999,No,1,3.1467321186947357e-06
1184500,YUKI Space Ranger,ARVORE,ARVORE Immersive Games Inc.,"20,000 .. 50,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
909100,Epic Fun,B4T Games,B4T Games,"20,000 .. 50,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
771920,TOGETHER VR,AURORA Games,AURORA Games,"20,000 .. 50,000",0,0,0,0,0,1299,No,1,3.1467321186947357e-06
1070840,QUEST TOGETHER,Studio Stefferp,Studio Stefferp,"20,000 .. 50,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
1381720,OUBEY VR – Reise der Monaden,Kubikfoto GmbH,Kubikfoto GmbH,"50,000 .. 100,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1502080,ALTDEUS: Beyond Chronos,MyDearest Inc.,MyDearest Inc.,"50,000 .. 100,000",0,0,0,0,1,2999,No,1,3.1467321186947357e-06
1154120,Ilysia,"Team 21 Studio, Inc.","Team 21 Studio, Inc.","50,000 .. 100,000",0,0,0,0,0,1499,No,1,3.1467321186947357e-06
1736090,Demolish & Build VR,Ultimate VR,"Ultimate VR, Demolish Games","0 .. 20,000",0,0,0,0,0,199,No,1,3.1467321186947357e-06
1463010,Tank Mechanic Simulator VR,GameFormatic S.A.,PlayWay S.A.,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
2583320,Warplanes: Air Corp,Home Net Games,Home Net Games,"0 .. 20,000",0,0,0,0,1,1999,No,1,3.1467321186947357e-06
1384020,Ovrlay - VR Discord Notifications,Synth Software LLC,Synth Software LLC,"0 .. 20,000",0,0,0,0,1,299,No,1,3.1467321186947357e-06
942390,Captain ToonHead vs the Punks from Outer Space,Teravision Games,Teravision Games,"0 .. 20,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
2220740,GameVRoom,Really Interactive,Fast Travel Games,"0 .. 20,000",0,0,0,0,1,999,No,1,3.1467321186947357e-06
1027190,Hot Squat 2: New Glory,Bean Boy Games,Bean Boy Games,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
547280,Calcflow,Nanome,Nanome,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
480500,Dogfight Elite,Echoboom S.L.,Echoboom S.L.,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
925830,VR Anatomy,"Graham Kampmeier, Luis Luna, Ryan Haglund",Health Interactives,"0 .. 20,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
713230,VR Drivers,Magic VR,Magic VR,"0 .. 20,000",0,0,0,0,0,499,No,1,3.1467321186947357e-06
2254830,DiggerSim - Excavator & Heavy Equipment Simulator VR,Dreamsoft Innovations,Dreamsoft Innovations,"0 .. 20,000",0,0,0,0,1,499,No,1,3.1467321186947357e-06
466720,Vintage VR,Dunderware,MuseumSyndicate.com,"50,000 .. 100,000",0,0,0,0,0,0,No,1,3.1467321186947357e-06
1045840,Intruders: Hide and Seek,Tessera Studios,Daedalic Entertainment,"20,000 .. 50,000",0,0,0,0,0,1999,No,1,3.1467321186947357e-06
688480,EVE: Valkyrie – Warzone,CCP,CCP,"20,000 .. 50,000",0,0,0,0,0,0,Yes,1,3.1467321186947357e-06
476480,Heaven Forest - VR MMO,Fabio Ferrara,Chubby Pixel,"1,000,000 .. 2,000,000",420,0,399,0,0,99,No,1,3.1467321186947357e-06
400250,Heaven Island - VR MMO,"Fabio Ferrara, Giulia Airoldi",Chubby Pixel,"1,000,000 .. 2,000,000",422,0,393,0,1,99,No,1,3.1467321186947357e-06
2010920,Symphony Of Motion,Instrumental Leap,Instrumental Leap,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1743570,RFVR,OMFGames,OMFGames,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
916130,Meet the Miner - WDR VR Bergwerk,Aesir Interactive,Westdeutscher Rundfunk Koeln,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
720300,Toran,Really Interactive,Really Interactive,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
875760,Furious Seas,Future Immersive,Future Immersive,"20,000 .. 50,000",0,0,0,0,0,1399,No,0,0.0
1299220,Rockytown,Objectif 3D,Objectif 3D,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
1249620,"Adventures of JQ Jones: ""Isle of the Serpent Empress""","playerzklubVRstudios, CrystalMesh UG","MBB VRSolutions, LLC","20,000 .. 50,000",0,0,0,0,0,999,No,0,0.0
1520290,Crumbling City,"Sieben De Beule (Prozilla), David De Beule",Daisy Games,"50,000 .. 100,000",0,0,0,0,0,999,No,0,0.0
1480650,A Very Bad Christmas Eve,Incineration Productions,Incineration Productions,"50,000 .. 100,000",0,0,0,0,0,499,No,0,0.0
1000860,Allspace,ShilohGames,ShilohGames,"50,000 .. 100,000",0,0,0,0,0,499,No,0,0.0
389940,MoonStrike,Big Dorks Entertainment,Big Dorks Entertainment,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
571660,Psyche Soldier VR,Single Step Games,Single Step Games,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
1777600,Paranormal Hunter,EALoGAMES,EALoGAMES,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1053090,Virtual Skydiving,"VRpurple, Classy Bogan Studios",VRpurple,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
601940,Fancy Fishing VR,哈视奇科技,哈视奇科技,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1122460,Alien Infection,Vice Age,Vice Age,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1007560,Fun VR Farm,VR-EXODUS,VR-EXODUS,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
1386530,VR Travelling in the Roman Empire (VR Rome Time machine travel in history),William at Oxford,William at Oxford,"0 .. 20,000",0,0,0,0,0,449,No,0,0.0
1198050,War Remains: Dan Carlin Presents an Immersive Memory,Flight School Studio,MWM Interactive,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
549000,Munch VR,Mostly Harmless Games,Mostly Harmless Games,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1033960,Wet Dog Corp,"Ringling College of Art and Design, Flight School Studio",Ringling College of Art and Design,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
617600,VR Interior Designer Pro,Edgehill CGI,Edgehill CGI,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1121550,Prisoner 518,WhippedUP_gaming,WhippedUP_gaming,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
2708470,Treasure Hunter,SJ GAMES,SJ GAMES,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
670830,VR Trivia Battle,RLTY CHK,RLTY CHK,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
654950,Labyrinth Escape,"Tero Lunkka, Mikko Seppälä",HaDe Games,"0 .. 20,000",1,0,1,0,0,99,No,0,0.0
2474850,Wisdom Watcher,Space Whale,Space Whale,"0 .. 20,000",0,0,0,0,0,1499,Yes,0,0.0
606920,EXA: The Infinite Instrument,"Aesthetic Interactive, Zach Kinstner",Aesthetic Interactive,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
2738770,Mystery Box VR: Hidden Secrets,XSGames,XSGames,"0 .. 20,000",0,0,0,0,0,899,No,0,0.0
354780,Teknedia,Stache Studios,Stache Studios,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
2998650,NEON Squad Tactics,Tin Man Games,Tin Man Games,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1840620,Trialtime Reborn,Grégory Defaisse,NichGames,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
599070,Umpire Simulator,Beep2Bleep.com,Beep2Bleep.com,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
2074490,MOAR - Appeteaser,Lumi Finley,Lumi Finley,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1308650,Axegend：Episode I,Subversion Squad Studio,Subversion Squad Studio,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1228470,Ship Surveyor Through the Ages - VR,Volume Ltd.,Lloyd's Register Foundation,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1204380,CityWarHeroes VR,eiNpictures,eiNpictures,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
738310,The VU,David W. Johnson,Argos.VU,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
2552600,Muscle Ninja VR,Marudice,Marudice,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
